제품명,상품url,가격,할인가격,브랜드,조회수,누적판매,좋아요,이미지url,남성구매비율,여성구매비율,~18세,19세~23세,24세~28세,29세~33세,34세~39세,40세~
왈라비 구스다운 롱패딩점퍼 ver.2 베이지,https://www.musinsa.com/app/goods/2180901,289000,189000,아키클래식,1.3천 회 이상,50개 이상,631,//image.msscdn.net/images/goods_img/20211015/2180901/2180901_6_500.jpg?t=20221005135925,34%,66%,3%,15%,35%,26%,11%,10%
NJ1DN51J 화이트라벨 노벨티 눕시 다운 자켓 프린트,https://www.musinsa.com/app/goods/2859103,368000,294400,노스페이스,9.9천 회 이상,50개 미만,480,//image.msscdn.net/images/goods_img/20221013/2859103/2859103_1_500.jpg?t=20221013151754,68%,32%,24%,33%,15%,2%,2%,24%
TAG LIGHT PADDED JACKET - KHAKI,https://www.musinsa.com/app/goods/2804762,139000,119000,브라운브레스,2.7천 회 이상,50개 미만,155,//image.msscdn.net/images/goods_img/20220920/2804762/2804762_2_500.jpg?t=20221011171841,84%,16%,9%,13%,42%,16%,16%,4%
N224WDW940 여성 맬러드 숏기장 덕 다운 점퍼 CARBON BLACK,https://www.musinsa.com/app/goods/2893750,359000,329000,내셔널지오그래픽,3.4천 회 이상,,166,//image.msscdn.net/images/goods_img/20221026/2893750/2893750_1_500.jpg?t=20221026112339,,,,,,,,
[롱패딩] 루즈핏 보이쉬센스 롱패딩 다운,https://www.musinsa.com/app/goods/661005,399000,399000,피스비사라,100회 이상,,34,//image.msscdn.net/images/goods_img/20171027/661005/661005_1_500.jpg?t=20171027044653,,,,,,,,
에센셜 푸퍼 숏 패딩_블랙,https://www.musinsa.com/app/goods/1726362,199000,48900,닉앤니콜,2만 회 이상,600개 이상,"2,963",//image.msscdn.net/images/goods_img/20201218/1726362/1726362_1_500.jpg?t=20201218132929,22%,78%,18%,30%,18%,7%,4%,23%
남녀공용 후드 클린 롱다운점퍼,https://www.musinsa.com/app/goods/2840452,358000,358000,게스,1.5천 회 이상,,103,//image.msscdn.net/images/goods_img/20221005/2840452/2840452_2_500.jpg?t=20221109174005,,,,,,,,
리버시블 4way 숏 구스 다운 패딩_실버(나일론 메탈),https://www.musinsa.com/app/goods/1207673,269000,188300,도미넌트,800회 이상,50개 미만,258,//image.msscdn.net/images/goods_img/20191030/1207673/1207673_1_500.jpg?t=20191030223956,50%,50%,14%,36%,8%,14%,14%,14%
Round Collar Padding [Melange Grey],https://www.musinsa.com/app/goods/2208908,398000,338300,비긴202,1.5천 회 이상,50개 미만,216,//image.msscdn.net/images/goods_img/20211101/2208908/2208908_2_500.png?t=20220819113611,96%,4%,0%,30%,22%,22%,17%,9%
[3M신슐레이트]리버시블 투웨이 숏 파카 베이지,https://www.musinsa.com/app/goods/2866839,148000,99800,굿라이프웍스,4.4천 회 이상,,317,//image.msscdn.net/images/goods_img/20221017/2866839/2866839_2_500.jpg?t=20221122171021,,,,,,,,
레스터G RDS 구스다운 여성 숏패딩 (CREAM),https://www.musinsa.com/app/goods/2728292,359000,359000,디스커버리 익스페디션,1.9천 회 이상,,133,//image.msscdn.net/images/goods_img/20220819/2728292/2728292_3_500.jpg?t=20221101184320,,,,,,,,
스퀘어 퀼팅 다운 셔켓 (Dark Brown),https://www.musinsa.com/app/goods/2831089,189000,189000,하이드아웃,800회 이상,,72,//image.msscdn.net/images/goods_img/20220929/2831089/2831089_2_500.jpg?t=20221008221212,,,,,,,,
NJ1DN51K 화이트라벨 노벨티 눕시 다운 자켓 프린트,https://www.musinsa.com/app/goods/2917942,368000,294400,노스페이스,3.5천 회 이상,,105,//image.msscdn.net/images/goods_img/20221103/2917942/2917942_1_500.jpg?t=20221103091604,,,,,,,,
여성 하트 크롭 패딩 NY (Black),https://www.musinsa.com/app/goods/2811741,289000,289000,엠엘비,2.1천 회 이상,,298,//image.msscdn.net/images/goods_img/20220922/2811741/2811741_1_500.jpg?t=20220922144822,,,,,,,,
레스터G RDS 구스다운 여성 숏패딩 (BLACK),https://www.musinsa.com/app/goods/2728291,359000,359000,디스커버리 익스페디션,2.2천 회 이상,50개 미만,102,//image.msscdn.net/images/goods_img/20220819/2728291/2728291_1_500.jpg?t=20220819103529,29%,71%,0%,43%,14%,10%,4%,29%
베르크 리버시블 RDS 구스다운 여성 숏패딩 (L/GREY),https://www.musinsa.com/app/goods/2823407,379000,379000,디스커버리 익스페디션,400회 이상,,50,//image.msscdn.net/images/goods_img/20220927/2823407/2823407_4_500.jpg?t=20221110160643,,,,,,,,
N224MDW930 남성 타루가 퍼 트리밍 후디 구스다운 점퍼 LICHEN KHAKI,https://www.musinsa.com/app/goods/2685532,379000,349000,내셔널지오그래픽,3.8천 회 이상,50개 미만,111,//image.msscdn.net/images/goods_img/20220727/2685532/2685532_6_500.jpg?t=20221026150539,67%,33%,11%,15%,22%,26%,7%,19%
[나연'S PICK] 알래스카 푸퍼 (T32C9QJC57TMT1C4H),https://www.musinsa.com/app/goods/2844063,378000,378000,타미진스,800회 이상,,49,//image.msscdn.net/images/goods_img/20221006/2844063/2844063_3_500.jpg?t=20221021103414,,,,,,,,
The Cropped Down Puffer - Midnight,https://www.musinsa.com/app/goods/2878706,359000,359000,배드블러드,2.2천 회 이상,,166,//image.msscdn.net/images/goods_img/20221020/2878706/2878706_3_500.jpg?t=20221026124516,,,,,,,,
[22CW] 퀼팅 크롭 점퍼_BLACK,https://www.musinsa.com/app/goods/2802341,199000,179100,시티브리즈,3.5천 회 이상,50개 미만,858,//image.msscdn.net/images/goods_img/20220919/2802341/2802341_4_500.jpg?t=20220921131406,0%,100%,5%,19%,52%,0%,14%,10%
MENS FUR TRIMING SHORT DOWN JUMPER (PWON4DJL61M0R8),https://www.musinsa.com/app/goods/1168976,399000,399000,플랙,2.1천 회 이상,50개 미만,264,//image.msscdn.net/images/goods_img/20190927/1168976/1168976_4_500.jpg?t=20211021132407,93%,7%,2%,9%,21%,31%,23%,14%
논 퀼팅 라이너 자켓 [블랙],https://www.musinsa.com/app/goods/2853176,109000,76300,후브스,1만 회 이상,50개 이상,573,//image.msscdn.net/images/goods_img/20221012/2853176/2853176_1_500.jpg?t=20221017122833,73%,27%,5%,35%,33%,13%,5%,9%
스콧 리버시블 RDS 구스다운 남성 숏패딩 (BLACK),https://www.musinsa.com/app/goods/2728226,359000,359000,디스커버리 익스페디션,1.1천 회 이상,,38,//image.msscdn.net/images/goods_img/20220819/2728226/2728226_3_500.jpg?t=20221104170103,,,,,,,,
후드 더플 롱 패딩_블랙,https://www.musinsa.com/app/goods/2744500,139000,89900,코드그라피,1.4만 회 이상,50개 이상,"1,280",//image.msscdn.net/images/goods_img/20220825/2744500/2744500_1_500.jpg?t=20220916134023,36%,64%,4%,20%,22%,27%,8%,19%
NJ1DL62B_써밋 다운 자켓,https://www.musinsa.com/app/goods/1665631,479000,364040,노스페이스,2.1천 회 이상,,140,//image.msscdn.net/images/goods_img/20201027/1665631/1665631_1_500.jpg?t=20201027172522,,,,,,,,
헤비 패디드 클립 롱 패딩 블랙 FPJ208,https://www.musinsa.com/app/goods/2204659,228000,128000,플루크,1.6천 회 이상,100개 이상,515,//image.msscdn.net/images/goods_img/20211028/2204659/2204659_3_500.jpg?t=20220628164928,56%,44%,1%,9%,20%,21%,22%,27%
우먼즈 아웃 포켓 다운 숏 패딩 재킷 [아이보리],https://www.musinsa.com/app/goods/2117237,119900,89890,무신사 스탠다드,2.5천 회 이상,200개 이상,"1,205",//image.msscdn.net/images/goods_img/20210908/2117237/2117237_2_500.jpg?t=20220628140745,17%,83%,8%,33%,35%,12%,7%,5%
RDS 울버린 N3B 다운 파카 올리브,https://www.musinsa.com/app/goods/2929859,459000,367200,커버낫,500회 이상,,31,//image.msscdn.net/images/goods_img/20221109/2929859/2929859_1_500.jpg?t=20221109120513,,,,,,,,
듀얼레이어 에코 클립 롱 파카 블랙 FPJ209,https://www.musinsa.com/app/goods/2860991,298000,178000,플루크,1.7천 회 이상,,147,//image.msscdn.net/images/goods_img/20221013/2860991/2860991_4_500.jpg?t=20221123160139,,,,,,,,
[프리미엄] 구스 다운 푸퍼 숏 패딩 재킷 [웜 그레이],https://www.musinsa.com/app/goods/2516036,179900,134890,무신사 스탠다드,5.1천 회 이상,50개 미만,130,//image.msscdn.net/images/goods_img/20220426/2516036/2516036_1_500.jpg?t=20220923102548,83%,17%,6%,13%,16%,49%,6%,10%
퍼프 다운 코트 FT2488,https://www.musinsa.com/app/goods/2879953,135600,118650,아디다스,1.4천 회 이상,50개 미만,81,//image.msscdn.net/images/goods_img/20221020/2879953/2879953_6_500.jpg?t=20221031191457,27%,73%,9%,23%,18%,23%,4%,23%
여 블랙 디태쳐블 슬리브 다운 푸퍼 숏 재킷 J221162 BEH,https://www.musinsa.com/app/goods/2886200,359000,302000,캘빈클라인 진,6.4천 회 이상,50개 미만,358,//image.msscdn.net/images/goods_img/20221024/2886200/2886200_6_500.jpg?t=20221027095927,8%,92%,12%,46%,31%,0%,8%,3%
N224MDW910 남성 파나로카 경량 구스 다운 점퍼 CARBON BLACK,https://www.musinsa.com/app/goods/2806880,219000,199000,내셔널지오그래픽,6천 회 이상,100개 이상,294,//image.msscdn.net/images/goods_img/20220921/2806880/2806880_1_500.jpg?t=20220921095142,47%,53%,12%,12%,11%,15%,15%,35%
피쉬테일 덕다운 자켓 IVORY,https://www.musinsa.com/app/goods/2843722,329000,312600,코닥,3.4천 회 이상,,290,//image.msscdn.net/images/goods_img/20221006/2843722/2843722_1_500.jpg?t=20221006144824,,,,,,,,
RDS 숏 푸퍼 브라운,https://www.musinsa.com/app/goods/2104279,179000,125300,커버낫,4.7천 회 이상,100개 이상,948,//image.msscdn.net/images/goods_img/20210902/2104279/2104279_1_500.jpg?t=20220628163903,33%,67%,5%,21%,25%,18%,12%,19%
C REVERSIBLE DUCK DOWN JACKET_GREY,https://www.musinsa.com/app/goods/2867589,369000,369000,큐리티,900회 이상,,117,//image.msscdn.net/images/goods_img/20221017/2867589/2867589_4_500.jpg?t=20221101130554,,,,,,,,
Featherless Insulation Jumper Black,https://www.musinsa.com/app/goods/2943767,368000,368000,러프사이드,600회 이상,,20,//image.msscdn.net/images/goods_img/20221115/2943767/2943767_1_500.jpg?t=20221115191719,,,,,,,,
와플 덕 다운 숏 패딩 [블랙],https://www.musinsa.com/app/goods/1609957,125000,45000,바이닉,3.1천 회 이상,200개 이상,564,//image.msscdn.net/images/goods_img/20200918/1609957/1609957_1_500.jpg?t=20200918111559,66%,34%,10%,15%,28%,22%,11%,14%
NJ1DN59B 남성 1992 눕시 30주년 기념 자켓,https://www.musinsa.com/app/goods/2894613,389000,350100,노스페이스,2.5천 회 이상,,60,//image.msscdn.net/images/goods_img/20221026/2894613/2894613_1_500.jpg?t=20221026133013,,,,,,,,
KNIT PADDED JACKET_SOFT PINK,https://www.musinsa.com/app/goods/2877245,369000,369000,카테고리9,900회 이상,,142,//image.msscdn.net/images/goods_img/20221019/2877245/2877245_1_500.jpg?t=20221026112155,,,,,,,,
jp0303 캡틴 몬스터 파카 -네이비,https://www.musinsa.com/app/goods/2287037,357000,339150,토마스모어,700회 이상,,121,//image.msscdn.net/images/goods_img/20211230/2287037/2287037_1_500.jpg?t=20211230162741,,,,,,,,
랜드 경량 다운 자켓_YG,https://www.musinsa.com/app/goods/2729542,169000,169000,스노우피크 어패럴,700회 이상,100개 이상,264,//image.msscdn.net/images/goods_img/20220819/2729542/2729542_1_500.jpg?t=20220819152535,70%,30%,5%,3%,19%,31%,19%,23%
[최겨울 PICK] 컨템포러리 퀼팅 숏 점퍼 베이지 COOSJP035BEIGE,https://www.musinsa.com/app/goods/2745807,65000,39000,세컨모놀로그,1.5만 회 이상,200개 이상,849,//image.msscdn.net/images/goods_img/20220826/2745807/2745807_3_500.jpg?t=20220908085417,81%,19%,10%,16%,33%,17%,11%,13%
610 신슐레이트 푸퍼패딩봄버재킷_블랙,https://www.musinsa.com/app/goods/2214505,120000,108000,레이디 볼륨,3.3천 회 이상,100개 이상,"1,250",//image.msscdn.net/images/goods_img/20211103/2214505/2214505_2_500.jpg?t=20220628165008,6%,94%,4%,46%,26%,16%,3%,5%
스퀘어 퀼팅 다운 셔켓 (Beige),https://www.musinsa.com/app/goods/2831087,189000,189000,하이드아웃,500회 이상,,48,//image.msscdn.net/images/goods_img/20220929/2831087/2831087_2_500.jpg?t=20221008214358,,,,,,,,
NJ1DN51M 화이트라벨 노벨티 눕시 다운 자켓 프린트,https://www.musinsa.com/app/goods/2864885,368000,294400,노스페이스,5.6천 회 이상,50개 미만,188,//image.msscdn.net/images/goods_img/20221014/2864885/2864885_1_500.jpg?t=20221014173206,58%,42%,4%,15%,0%,33%,22%,26%
NJ1DN87B 여성 프레이즈 다운 파카,https://www.musinsa.com/app/goods/2954637,389000,350100,노스페이스,200회 이상,,11,//image.msscdn.net/images/goods_img/20221122/2954637/2954637_1_500.jpg?t=20221122134950,,,,,,,,
픽토르 S 구스다운 경량패딩 (S/BLUE),https://www.musinsa.com/app/goods/2633841,179000,179000,디스커버리 익스페디션,1.6천 회 이상,50개 미만,212,//image.msscdn.net/images/goods_img/20220627/2633841/2633841_3_500.jpg?t=20221118151942,43%,57%,17%,9%,26%,9%,17%,22%
Almighty Goose Down Jacket Cream,https://www.musinsa.com/app/goods/2874365,329000,329000,예스아이씨,2.7천 회 이상,,191,//image.msscdn.net/images/goods_img/20221018/2874365/2874365_1_500.jpg?t=20221019153320,,,,,,,,
몬스터 파카 블랙,https://www.musinsa.com/app/goods/2071936,249000,99600,디써티원,2.9천 회 이상,50개 이상,383,//image.msscdn.net/images/goods_img/20210819/2071936/2071936_2_500.jpg?t=20220516134530,56%,44%,6%,12%,27%,19%,17%,19%
스콧 후드 RDS 구스다운 숏패딩 (BEIGE),https://www.musinsa.com/app/goods/2823372,379000,379000,디스커버리 익스페디션,,,27,//image.msscdn.net/images/goods_img/20220927/2823372/2823372_2_500.jpg?t=20221110214222,,,,,,,,
우먼즈 다운 푸퍼 크롭 패딩 재킷 [라이트 베이지],https://www.musinsa.com/app/goods/2653646,109900,87890,무신사 스탠다드,3.1천 회 이상,50개 미만,387,//image.msscdn.net/images/goods_img/20220708/2653646/2653646_1_500.jpg?t=20221006105142,19%,81%,4%,19%,26%,11%,7%,33%
베이직 체스트 포켓 점퍼 8141 그레이,https://www.musinsa.com/app/goods/2843178,258000,180600,캉골,800회 이상,,115,//image.msscdn.net/images/goods_img/20221006/2843178/2843178_1_500.jpg?t=20221006113220,,,,,,,,
NJ3NN62A 남성 눕시 에코로프트 자켓 2,https://www.musinsa.com/app/goods/2717991,179000,143200,노스페이스,4.3천 회 이상,50개 미만,196,//image.msscdn.net/images/goods_img/20220816/2717991/2717991_1_500.jpg?t=20220816133154,44%,56%,6%,30%,11%,19%,19%,15%
에디슨 구스 다운 패딩 자켓 딥 블루,https://www.musinsa.com/app/goods/2826645,348000,348000,비얼디드키드,1.2천 회 이상,,74,//image.msscdn.net/images/goods_img/20220928/2826645/2826645_2_500.jpg?t=20221102161851,,,,,,,,
미니멀 롱 다운 파카 [다크 그레이],https://www.musinsa.com/app/goods/2396235,189900,161390,무신사 스탠다드,3천 회 이상,50개 미만,225,//image.msscdn.net/images/goods_img/20220303/2396235/2396235_1_500.jpg?t=20220921144041,92%,8%,0%,4%,35%,27%,19%,15%
크루넥 버튼 다운 자켓 - 다크 차콜 / TAION-104-D.CHARCOAL,https://www.musinsa.com/app/goods/2197860,88000,77000,타이온,5천 회 이상,50개 이상,154,//image.msscdn.net/images/goods_img/20211026/2197860/2197860_2_500.jpg?t=20211119144036,93%,7%,3%,11%,46%,24%,9%,7%
3M 신슐레이트 후디드 푸퍼 자켓_브라운,https://www.musinsa.com/app/goods/2869148,187000,149000,파르티멘토 우먼,4.4천 회 이상,50개 미만,408,//image.msscdn.net/images/goods_img/20221017/2869148/2869148_1_500.jpg?t=20221026202019,10%,90%,5%,50%,25%,10%,0%,10%
BOUCLE SHORT PADDING [IVORY],https://www.musinsa.com/app/goods/2850446,298000,268200,5252 바이 오아이오아이,1.7만 회 이상,50개 미만,"3,371",//image.msscdn.net/images/goods_img/20221011/2850446/2850446_1_500.jpg?t=20221011120038,11%,89%,14%,41%,32%,5%,0%,8%
RS Quilted Jacket Raspberry Red,https://www.musinsa.com/app/goods/2814797,189000,170100,디스이즈네버댓,5.2천 회 이상,50개 이상,412,//image.msscdn.net/images/goods_img/20220923/2814797/2814797_1_500.jpg?t=20220928141647,77%,23%,7%,20%,23%,29%,16%,5%
N224WDW960 여성 라엘리아 리버시블 에코퍼 후디 점퍼 CARBON BLACK,https://www.musinsa.com/app/goods/2806865,299000,279000,내셔널지오그래픽,4천 회 이상,50개 미만,541,//image.msscdn.net/images/goods_img/20220921/2806865/2806865_5_500.jpg?t=20220922124840,17%,83%,4%,17%,29%,17%,4%,29%
퍼프 다운 코트 FT2489,https://www.musinsa.com/app/goods/2893416,169500,118650,아디다스,700회 이상,,36,//image.msscdn.net/images/goods_img/20221026/2893416/2893416_21_500.jpg?t=20221114164245,,,,,,,,
N224WDW970 여성 라루스 코지 덕 다운 점퍼 BEIGE,https://www.musinsa.com/app/goods/2791906,279000,259000,내셔널지오그래픽,5천 회 이상,50개 미만,621,//image.msscdn.net/images/goods_img/20220914/2791906/2791906_7_500.jpg?t=20221018114315,43%,57%,10%,20%,30%,17%,10%,13%
랜드 우먼스 경량 다운 자켓_IV,https://www.musinsa.com/app/goods/2739705,169000,169000,스노우피크 어패럴,3.2천 회 이상,50개 이상,429,//image.msscdn.net/images/goods_img/20220824/2739705/2739705_1_500.jpg?t=20220824160622,23%,77%,8%,17%,32%,9%,9%,25%
레스터G RDS 구스다운 남성 숏패딩 (D/GREY),https://www.musinsa.com/app/goods/2728238,359000,359000,디스커버리 익스페디션,700회 이상,,16,//image.msscdn.net/images/goods_img/20220819/2728238/2728238_3_500.jpg?t=20221101184232,,,,,,,,
